술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식
"약주, 청주",매실향기 담은 술,14%,"국내산 쌀, 효모, 조효소재, 물엿, 아스파탐, 정제수","""매실향기 담은 술""은 충북 청주시에 위치한 양조장 명세주가에서 국내산 쌀로 정성껏 빚어 발효시킨 동동주에 매실을 발효시켜 만든 효소액을 첨가하여 은은한 매실향이 매력적인 약주이다. 명세주가는 경영주가 청원생명쌀의 고장인 청원군 가덕면 한계리에서 농약을 사용하지 않고 우렁이 농법으로 친환경 재배한 지역 쌀을 원료로 막걸리, 약주, 증류주 등 다양한 제품을 생산하고 있다. 좋은 술을 만들기 위해서는 원재료비가 비싸더라도 좋은 재료를 사용해야 한다는 경영철학으로 맛과 품질에서 당당히 소비자에게 내놓을 수 있는 술을 빚고 있다.","여름 과실인 매실이 들어간 만큼 상큼한 청량감이 느껴진다. 약주계열이지만 곡주 및 약재의 느낌은 거의 느껴지지 않는다. 다만 후미에서 느껴지는 곡물의 향은 있다. 잘 익은 매실을 청주에 담은 그 느낌 그대로다. 소고기 전골 등, 육류와 잘 어울린다."
"약주, 청주",맑은술 해밀,15%,"쌀, 누룩, 정제수","""맑은술 해밀""은 40 여년간 약주와 탁주, 한국와인 등 지역 농임산물을 활용하여 다양한 술을 빚어온 내변산양조장에서 2018년 새롭게 선보인 프리미엄 약주이다. 전라북도 부안의 1급수와 국내산 쌀로 빚은 막걸리를 맑게 짜낸 후 100일간 발효하고 이후 오크통에서 다시 한번 100일간 숙성한 제품이다. 오크통 숙성으로 은은한 스모크향이 일품이며 목넘김이 부드러워 색다른 약주의 맛을 경험할 수 있다.",가벼운 멜론향으로 시작하는 색 다른 느낌이 있는 술이다. 미끈한 목 넘김에 진하지 않은 신맛과 잔잔한 여운으로 마무리되는 달콤한 맛이 특징이다. 약주 주종이 보통 단맛이 도는데 함께하는 음식은 생선요리 등과 같이 담백한 맛에 잘 어울린다.
"약주, 청주",맑은내일 우포,12%,"국내산 쌀, 옥수수전분, 효모, 누룩, 양파, 정제수","맑은내일 우포는 쌀과 밀누룩을 사용해 만든 약주에 창녕의 특산물 양파를 넣어 완성한 맑고 깔끔한 맛이 매력적인 약주이다. 양파를 원료로 완성해 말간 색을 띠고 있다. 2008년 환경올림픽이라 불리는 람사르총회 공식 건배주로 선정되었다. 제조사 우포의 아침은 술을 비롯해 발효 식초, 건강 음료, 양조발효 장아찌 등 발효식품 전문기업으로 고유의 발효기술을 기반으로 바이오기업으로 도약하고자 하는 미래형 양조장이다.","약주 특유의 담황색을 가지고 있지만 한약 향 등은 전혀 느껴지지 않는 맑은술이다. 옥수수에서 나오는 듯 한 고소함이 있으며, 입속에 머금는 순간 적절한 부드러움이 느껴진다. 단맛, 신맛 등의 조화가 잘 이뤄져 있어서 부담되지 않는 맛과 향을 가지고 있다. 집안에서 홈술로 즐기기 좋은 술이며, 김치찌개, 된장찌개 등 일상의 음식과 즐기기 좋다."
"약주, 청주",맑은 문희주,13%,"국내산 유기농찹쌀, 국내산 멥쌀, 전통누룩, 정제수","맑은술 문희주는 묵직하고 짙은 맛의 탁주를 자연침전과 오랜 숙성의 기다림으로 맑게 걸러낸 부드럽고 깊은 맛의 술이다. 13%의 도수로 목 넘김이 부드럽고 깔끔한 맛이 일품이다. 프리미엄 전통주 &amp;amp;quot;문희&amp;amp;quot;는 재료를 세 번 덧담금 하는 전통 삼양주 기법으로 90일에서 100일간을 숙성시켜 빚고 있는데, 인공 감미료를 전혀 쓰지 않고 유기농 햇 찹쌀과 전통누룩 그리고 천연 암반수로만 빚어 숙취가 없고 풍미가 상당히 뛰어나다.",담황색의 술 빛에 수정과 향이 난다. 밀가루에서 나온듯한 맑은 산미와 벌꿀의 단맛이 술을 묵직하게 만들어 입 안을 자극시킨다. 여운이 오래간다. 봄에 나는 나물 무침과 잘 어울린다.
"약주, 청주",마주 소곡주,16%,"국내산 찹쌀, 국내산 백미, 모싯잎, 우리밀 누룩, 정제수, 효모","""마주 소곡주""는 국내산 찹쌀과 누룩을 주원료로 빚은 오랜 전통과 역사를 자랑하는 전통주이다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급 원료를 사용하기 때문에 그 맛과 향이 뛰어나다. 술 맛이 뛰어나 한번 앉아서 마시기 시작하면 일어날 줄 모른다 하여 ""앉은뱅이술""이라는 별칭도 가지고 있다.","다소 짙은 담황색을 가진 약주다. 향에서는 가벼운 새콤함이 올라오지만, 맛을 보는 순간 찹쌀이 주는 매끈함과 단맛이 그대로 올라오며 가벼운 신맛으로 마무리하며 식욕을 돋운다. 전체적으로 귀하게 빚었다는 느낌이 들며, 찹쌀의 단맛이 다소 강한 만큼 식전주나 식후주로 추천한다. 맛이 강한 음식과 함께 먹으면 이 술의 맛을 잘 못 느낄 수 있기 때문에 가급적 담백한 산채 요리 등이 잘 어울린다."
"약주, 청주",동학 1957,13%,"국내산 쌀, 구연산, 효모, 젖산, 정제효소제, 국, 주정, 정제수",&amp;quot;동학1957&amp;quot;은 물맑은 충주에 자리잡은 고헌정영농조합법인에서 만든 청주이다. 2014년부터 호주 등 해외로 수출하고 있으며 2018년에는 평창 동계올림픽 공식 판매주로 선정되어 세계인의 입맛을 사로잡았다. 품질 좋은 국내산 쌀로 빚어 저온 냉동여과하여 숙성한 제품으로 쌀의 풍미가 한층 살아 있는 술이다.,"깨끗한 담황색인 청주다. 코끝에서 뭉근하게 느껴지는 쌀 향이 특징으로 느껴진다. 입안에 머금은 순간 담백함이 먼저 시작되며, 이내 쌀 특유의 부드러운 단맛과 가벼운 산미로 마무리된다. 어디 하나 모난 곳이 없어 밸런스가 좋은 술이라고 할 수 있다. 식중주로 좋은 역할을 하는 술이며, 다채로운 한식과 잘 어울리는 스타일이다. 세심한 매칭보다는 부담 없이 어울리는 스타일로 한정식 등과 함께 즐기면 이 술을 충분히 즐길 수 있다."
"약주, 청주",대통대잎술,15%,"쌀, 누룩, 갈근, 구기자, 솔잎, 진피 등","사군자(四君子) 중 하나인 대나무는 많은 문인고사들이 그 청고하고 단아한 정취와 품격을 나타내고자 사용한 예술에 불가결의 존재였으며, 동시에 군왕의 높은 덕망과 비유되어 칭송되어 그 고결한 아름다움이 마치 군자와 같다고 비유되어왔다. 대한민국 식품명인 22호 양대수 명인의 혼이 담긴 담양의 대나무 전통주인 담양 대통대잎술은, 쌀과 각종 한약재를 넣어 빚고 대나무 통에서 2차 숙성을 거쳐야 비로소 그 향과 맛이 녹아있는 좋은 술로 태어나게 된다.",기분을 좋게 하는 옅은 꽃향이 올라오고 맑은 단맛과 산미 등 오미의 균형이 잘 갖춰져 있다. 바디감과 목넘김이 가볍고 대나무 통으로 마시는 재미가 있다. 스테이크와 잘 어울린다.
"약주, 청주",대윤 가야곡 왕주,13%,"쌀, 누룩, 효모, 물엿, 정제수","""대윤가야곡주조""는 오랜 전통의 ""가야곡왕주""가 ""대윤가야곡주조""로 새출발을 하며 현대적 감성을 가진 진화하는 전통주 상품개발의 일환으로 선보인 제품이다. 엄선된 우리 쌀과 충남 논산의 깨끗한 물로 정성껏 빚었다. 야생 국화, 구기자로 정성껏 빚어낸 약주에 물엿과 사과 엑기스로 풍미를 더한다. 현대인의 식생활 패턴을 반영하여 아스파탐과 같은 인공감미료를 전혀 사용하지 않고 물엿과 사과 엑기스를 사용하여 타사 제품 대비 낮은 당도와 깔끔한 맛은 물론 숙취까지 적은 고급 약주이다.",맑은 담황색의 술이다. 푹 익은 곡물에서 나오는 조청향이 있다. 단맛과 신맛의 조화가 잘 갖춰져 있고 술맛이 튀지 않는다. 목넘김이 깔끔하고 알코올에 의한 맛이 식도를 자극시킨다. 술을 마시고 난 후에 술의 쓴맛이 기분 좋게 입 안을 자극시킨다. 쭈꾸미 볶음과 잘 어울린다.
"약주, 청주",녹파주,15%,"국내산 찹쌀, 멥쌀, 누룩, 정제수","녹파주는 우리나라 최초로 발간된 요리책인 [산가요록]에 실려있던 고려시대 대표주이다. 여러 고문헌에도 제조법이 수록되어 있는 것으로 보아 그 인기를 짐작할 수 있다. 잔에 담긴 모습이 마치 거울에 비친 푸른 파도같이 맑다 하여 녹파주란 이름이 붙여졌다. (주)솔송주가 농촌진흥청과 함께 현대인에 맞게 재해석한 고급약주로서 녹파주 한잔에는 깔끔함과 풍미, 그리고 세련됨이 담겨 있다.","잔잔하고 은은한 향에서 출발하여, 매끄러운 단맛으로 끝나는 술. 튀지 않는 맛에서 기품이 느껴지는 술이다. 향에서 올라오는 은은한 맛을 즐기기 위하여 강하지 않은 음식을 추천하고 싶다. 특히 녹파주가 나오는 경남 함양에서는 드넓은 연꽃 밭에서 나오는 연잎밥이 유명한데, 같이 즐기기에 충분히 매력적인 궁합이다."
"약주, 청주",기다림 맑은술,15%,"국내산 멥쌀, 국내산 찹쌀, 곡자, 정제수","""기다림 맑은술""은 깔끔한 느낌을 유지하면서도 주원료인 찹쌀의 감칠맛을 살린 순하면서도 묵직함을 겸비하고 있는 약주이다. 단어로 정의 할 수 없는 풍부하고 오묘한 향과 맛을 자랑한다. 멥쌀, 찹쌀, 곡자(밀누룩), 정제수 이외에 어떠한 인공첨가물이 추가되지 않고 빚어낸다. 부산의 시화 ""동백꽃""을 모티브로 하고 동백꽃의 꽃말이기도한 ""기다림""을 브랜드로 하였다.",가을의 화창한 하늘에 비친 황금빛 논밭이 생각나는 색. 좋은 곡물로 만든 기분 좋은 잔향이 살짝 느껴진다. 맛을 보면 의외의 반전이 있는데 달콤함이 먼저 치고 나온다는 것. 그리고 산미가 뒤를 이어 후미로 남는다. 다양한 맛이 살아있어서 매칭되는 음식도 여러가지를 즐길 수 있다. 기름진 곱창전골부터 맑은 탕인 연포탕 등도 좋은 궁합이다.
"약주, 청주",구기홍주 14,14%,"국내산 쌀, 국, 구기자추출액, 올리고당, 효모, 효소, 아세설팜칼륨, 정제수",구기홍주 14는 전남 진도의 전통명주 진도홍주를 알코올 14도의 부드러운 술로 재해석한 약주이다. 청양의 특산물인 구기자와 함께 빚어 은은한 향과 감칠맛이 일품이다. 100일 이상을 10도 이하의 초저온에서 숙성한 후 정밀 여과기를 거쳐 맑고 투명한 붉은빛이 감도는 술이 만들어진다. 발효촉진제를 사용하지 않고 긴 시간을 숙성시켜 깔끔한 뒷맛과 부드러운 목넘김이 특징이다.,"구기자, 맥문동이 들어간 약용주이며, 옅은 붉은 빛깔의 캐러멜색을 가진 술이다. 약재가 들어가 약재향이 있지만 술의 맛은 과실주 맛에 더 가깝게 느껴진다. 약주에 대한 편견이 있는 분들에게는 거부감 없이 마실 수 있는 술이다. 전체적으로 단맛과 산미의 조화가 잘 갖춰져 있고 씁쓸한 뒷맛이 매력적이다. 숯불에 구운 돼지고기와 잘 어울린다."
"약주, 청주",감자술 13%,13%,"국내산 백미, 국내산 감자, 누룩, 효모, 정제수","""감자술""은 국내 유일의 감자를 주원료로 만든 약주이다. 강원도의 특산품 감자를 발효시켜 빚은 술로 감자와 곡물이 어우러져 은은한 향이 풍미를 더해 준다. 2018년에는 평창동계올림픽성공을 기념하기 위해 청와대 명절선물로 선정되기도 했다. 강원도 오대산에서 흘러내린 맑은 물 오대천과 고랭지에서 재배한 최상급 감자가 만나 강원도를 대표하는 ""감자술""이 빚어졌다.",살짝 갈아놓은 감자에서 느낄 수 있는 식감이 있다. 맑은 연두빛의 개성 있는 색깔에 담백한 단맛이 느껴진다. 너무 맵고 짠 음식은 자칫 감자술의 은은한 맛이 가려질 수 있기 때문에 자극적이지 않은 안주를 추천합니다. 기름진 감자전하고 즐기면 딱 좋은 맛이다.
"약주, 청주",그리움,14%,"국내산 쌀, 누룩, 효모, 정제수",전통 차례주 그리움은 어떠한 첨가물도 들어있지 않고 질 좋은 경기미로만 만들어져 있어 명절 기름진 음식에 어울리는 담백한 차례주이다. 저온 발효와 숙성을 통해 자기 주장이 강하지 않고 드라이하며 향기롭다.,
"약주, 청주",여민락주,16%,"국내산 쌀, 누룩, 효모, 정제수","조선시대 임금님께 진상하던 여주쌀과 국산 누룩, 천연 암반수를 사용하고 전통발효기법을 이용하여 100일동안 3번의 숙성과 거르는 작업을 통해 만들어 깔끔한 맛과 향을 가지고 있다. 각종 육류와도 잘 어울리는 달짝지근한 맛이 강한 약주이다.",
"약주, 청주",지리산 강쇠,13%,"정제수, 쌀, 누룩, 오가피, 산수유, 오미자, 정백당 ,구연산, 정제효소, 야관문","순곡과 누룩을 60일 동안 전통 발효법으로 숙성시킨 후 지리산 약초 복분자, 오미자, 산수유, 하수오, 구기자, 산사 등의 약재 10여종과 빚어낸 술이다. 맑은 황금빛의 술로 고구마향이 나며 단맛과 신맛이 잘 어우러진다. 마신 후 미세한 쓴 맛이 입안을 채우며 목 넘김이 깔끔하다.","감자탕, 부침개"
"약주, 청주",심술 10,10%,"정제수, 옥수수전분, 기타과당, 백설탕, 주정, 젖산, 과채가공품, 이산화탄소,국,활성건조효모,아세설팜칼륨",깔라만시와 자몽을 쌀과 함께 빚은 스파클링 라이스 와인이다. 열대 과일의 단맛과 새콤한 맛이 느껴진다. 적당량의 탄산이 주는 경쾌하고 깔끔한 맛이 특징이다.,"육회, 해물파전, 피자"
"약주, 청주",심술 7,7%,"정제수, 옥수수전분, 기타과당, 백설탕, 주정, 젖산, 과채가공품, 이산화탄소,국,활성건조효모,아세설팜칼륨",블루베리와 포도를 쌀과 함께 빚은 스파클링 라이스 와인이다. 과일의 단맛이 은은하게 느껴지며 적당량의 탄산이 주는 경쾌하고 깔끔한 맛이 특징이다.,"빵, 치즈, 과일"
"약주, 청주",라이스퐁당,13%,"정제수, 찹쌀, 누룩, 삼지구엽초, 감초","부산 찹쌀과 누룩, 정제수를 사용해 찹쌀 이양주로 빚은 약주이다. 삼지구엽초와 감초 등 한약재를 우린 물로 빚어 풍미를 더했다. 전통방식의 저온발효로 찹쌀을 발효해 감칠맛을 느낄 수 있다.","생선회, 과일, 스테이크"
"약주, 청주",순향주,15%,"쌀, 누룩, 정제수","고문헌의 청주 제조법을 &quot;오양주&quot; 방식으로 재현해낸 술로, 원재료 특유의 고소한 곡물향과 진한 맛을 느낄 수 있다. 묵직한 바디감 속 옅은 단맛과 산미가 조화를 이룬다.","돼지고기수육, 해산물요리"
"약주, 청주",지란지교,17%,"찹쌀,멥쌀,전통누룩(밀),정제수","순창에서 농사 지은 찹쌀과 멥쌀, 전통 누룩과 순창 암반수로 만든 생탁주로 일체의 첨가물 없이 빚어진 술이다. 술에 단맛과 산미가 조화로우며 목 넘김이 부드럽다. 신맛, 쓴맛, 단맛, 떫은 맛, 향기까지 다섯가지 오감의 맛이 난다.","육전, 고기산적, 양념 불고기류"
"약주, 청주",복순도가 약주,10%,"정제수, 쌀(국산), 곡자(밀)",비옥한 토양에서 자란 국내산 쌀 100%에 누룩을 직접 띄워 좋은 재료 그대로 빚어내 깨끗한 맛과 향을 지녔다. 인공 첨가물이 없고 살균처리를 하지 않아 재료가 주는 본연의 맛을 경험할 수 있다. 발효를 통해 쌀이 주는 단맛과 진한 누룩의 향은 풋내음이 가득한 과실향과 달콤한 배의 맛으로 변하며 발효가 만들어낸 산미는 입맛을 돋워 주며 쌀의 단맛을 더욱 풍성하게 만들어주고 풋풋한 과실의 여운을 더욱 길게 만들어 준다.,"기름진 방어나 신선한 석회와 같은 겨울철 해산물과 궁합이 좋으며 육전, 등심 스테이크와 같이 진한 맛의 고기류, 치즈류와도 잘 어울린다. 또한 복순도가의 고향에서 나오는 언양불고기를 함께 먹는 것을 추천한다."
"약주, 청주",동짓달 기나긴 밤,16%,"찹쌀, 맵쌀, 복분자, 전통누룩, 정제수",쌀과 복분자를 원료로 하여 빚은 전통방식의 약주이다. 복분자 고유의 풍미를 그대로 느낄 수 있으며 레드와인을 연상시키는 고운 색이 특징이다. 전체적으로 드라이한 맛에 신맛과 단맛을 살짝 느낄 수 있다.,"삼계탕, 장어, 고등어구이 등"
"약주, 청주",오메기술,"13%  
							 
								 15%","쌀, 차조, 입국, 누룩, 효모, 효소, 청호, 조릿대, 감초, 정제수","오메기떡을 사용하여 누룩과 함께 발효시킨 오메기술은 제주 선인들이 장구한 세월 동안 발전 시켜온 독특한 제주 전통 약주로써, 다양한 연령층이 마시기 좋은 술이다. 또한, 묵직한 찻잎의 향기와 시트러스한 향미가 동시에 느껴진다. 조화로운 감미와 산미, 목 뒤로 느껴지는 감칠맛이 좋다. 농축미가 느껴지는 약주이다.","방어 등 붉은 생선 회, 해산물 등의 음식과 함께하면 좋다."
"약주, 청주",맑은바당,15%,"쌀(국내산), 국(밀누룩)",제주 쌀과 전통 누룩으로 손수 술을 빚어 5개월이 넘는 숙성 기간을 거쳐 만들어진 술도가의 대표 술이다. 단 맛이 강한 일반 약주와 달리 은은한 향과 산미가 느껴진다.,"회, 전복 등 해산물 음식과 어울린다."
"약주, 청주",풍정사계 춘(春),15%,"찹쌀, 향온곡","‘춘’은 와인과 같은 과실향의 복합미가 일품입니다. 상큼한 사과향, 꽃향 등이 어우러져 봄의 향취를 자아냅니다. 특유의 산미가 인상적이며, 은은한 단맛, 목넘김이 깔끔한 술입니다. 차게 칠링하면 상큼함과 산미가 배가 되어 보다 풍부한 맛을 즐길 수 있습니다.","봄동 무침, 냉이 튀김, 두릅 숙회 등"
"약주, 청주",삼양춘 청주,15%,"정제수, 찹쌀, 맵쌀, 누룩",세번 빚어 장기간 저온 발효한 삼양주는 전통 누룩에서만 발현될 수 있는 풍부한 과실향을 지니고 있습니다. 첫 맛은 깔끔하며 기존 삼양춘 약주보다 드라이한 맛을 가지고 있습니다.,상큼한 샐러드나 신선한 연어회
"약주, 청주",유기농이도 14,14%,"물, 유기농쌀(국내산),국[유기농쌀(국내산)], 우리밀누룩(국내산)",위생적이고 과학적인 제조 공법을 사용하여 우리술품질인증을 받은 술로 유기농 햅쌀의 원료에서 오는 건강하고 부드러우면서 풍부한 자연의 향이 담긴 약주입니다.,
"약주, 청주",원조소곡주,16%,"찹쌀(36%), 누룩(3%)","우리나라에서 가장 오래된 술 중 하나인 한산 소곡주는 1500년 백제 황실의 전통을 간직한 술이며, 찹쌀과 누룩을 주원료로 100일간 발효하여 빚어집니다. 유구한 잠에서 깨어난 1500년 역사의 백제 명주로 입 안에서 은은한 향기가 퍼지는 신비로운 맛이며 술 맛이 달달하여 부담 없이 즐길 수 있습니다.",
"약주, 청주",세종대왕어주 약주,15%,"쌀, 누룩 정제수","세종대왕어주 약주는 산미가 있지만 부드러운 과실의 풍미가 밸런스를 잡아주며, 마지막 한 모금의 감칠맛이 뛰어납니다. 약주는 3번의 여과, 2번의 숙성을 거쳐 완성된다. 발효와 숙성에만 90일 이상이 걸린다. 저온 숙성을 통해 술 재료가 가진 본연의 향이 살아나고 부드러운 맛을 냅니다.",은은한 단맛은 한식과 궁합이 좋으며 두루 잘 어울립니다.
"약주, 청주",양촌 우렁이쌀 청주,14%,"무농약우렁이찹쌀, 우렁이 쌀, 정제수, 종국, 효모(무감미료)","양촌 우렁이쌀 청주는 우렁이 농법으로 무농약 재배한 논산 찹쌀로 빚는 아무런 감미료도 첨가하지 않고 60일간의 저온숙성방식을 거치는 프리미엄 청주입니다. 전통 약주와는 차원이 다른 깔끔함을 선사하며, 찹쌀 특유의 단맛의 여운도 있는 토속 청주입니다. 멸균 처리되여 유통되며, 양조장에 방문한다면 생 청주를 맛 볼 수도 있습니다.",멸치육수로 감칠맛을 살린 온면과 함께 하면 좋겠다.
"약주, 청주",모월 연,13%,"국내산 쌀, 밀누룩(국산)",모월 연은 100일 이상의 발효와 숙성을 거친 이양주로 첨가물 없이 원주에서 직접 재배한 청정쌀과 강원도의 물로 빚었다. 달지 않고 상큼한 맛에 곡물의 향이 은은하게 느껴지며 깔끔한 맛이 특징이다.,
"약주, 청주",경성과하주,20%,"찹쌀(여주산),누룩(국내산),정제수,쌀증류원액(경기미)",여주햅찹쌀(100%)과 국내산누룩 정제수로 술을 빚고 여기에 경기미(100%)로 술덧을 빚어 동증류기로 상압으로 내린 100% 쌀 증류원액을 브랜딩하여 오랜 기간 저온숙성하여 마침내 경성과하주가 된다.일체의 인공감미료 없이 빚어낸 술로써 찹쌀의 단맛을 극대화하여 달고 독한 술이다.저온숙성을 통해서 자연스럽게 풍부한 과실향과 꽃향이 만들어져 맛과 향이 뛰어나다.,"달지 않은 다크 초콜릿, 약과, 떡류 등과 간이 세지 않은 해산물 요리, 취향에 따라 육전, 양념불고기 등과 곁들여도 좋다."
"약주, 청주",천비향 오양주 약주,16%,"국내산 쌀, 누룩","천비향 오양주 약주는 시중에 출시되어 있는 전통주와는 원료와 제조방법에서 완전히 차별화를 기하고 국내산 누룩과 1등급 평택 슈퍼오닝쌀만을 이용해 오양주로 빚고 100일간의 발효과정과 9개월간의 장기 저온숙성 과정을 거쳐 탄생한 프리미엄 약주이다. 또한, 푹 익은 사과와 배의 향기가 입안에서 달콤하게 어우러진다. 목 넘김 후 수그러진 단맛이 고구마처럼 구수한 느낌으로 변하면서 감칠맛으로 이어진다. 잘 숙성된 약주의 정석이다.",
"약주, 청주",사시통음주,18%,"쌀, 누룩, 밀가루","사시통음주는 국순당이 열아홉 번째로 복원한 조선 시대 우리술이다. 사시사철 빚어 친구들과 통하며(通) 마셨던(飮) 술로 높은 알코올 도수에도 부드러운 감칠맛이 특징이며, 감칠맛 나는 신맛은 입맛을 당기는 것이 특징이다.","밀가루가 들어가 감칠맛을 더해주기 때문에, 고기, 치킨 등을 비롯해 두루두루 음식과 잘 어울린다."
"약주, 청주",술아 순곡주,20%,"국내산 찹쌀, 누룩, 증류주, 정제수",&amp;quot;술아&amp;quot;는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 1670년 &amp;quot;음식디미방&amp;quot;에 등장하며 발효주와 증류주를 혼합하여 제조한 조선시대 대표적인 명주이다. 1956년 안타깝게 그 명맥이 끊겼으나 최근 그 제조법을 복원하여 상품화 되었다. 술아 순곡주는 겨울을 의미하며 여주산 찹쌀만으로 빚어 순수하고 깨끗한 맛을 자아낸다.,"진한 쌀 맛과 묵직한 술 맛이 그대로 살아있는 약주. 달콤함과 진함의 극치를 이룬다. 알코올 도수가 20로도 높은 만큼 맑은 장국 등 하고도 잘 어울린다. 비교적 가벼운 느낌의 맑은 소고기국, 미역국, 계란국 등도 좋은 매칭이다."
"약주, 청주",술아 국화주,15%,"국내산 찹쌀, 누룩, 건조국화꽃, 증류주, 정제수",술아는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 1670년 음식디미방에 등장하며 발효주와 증류주를 혼합하여 제조한 조선시대 대표적인 명주이다. 1956년 안타깝게 그 명맥이 끊겼으나 최근 그 제조법을 복원하여 상품화 되었다. 술아 국화주는 가을 국화를 넣어 코 끝에 스치는 향이 일품이다.,"국화 특유의 진한 향과 어우러진 약주. 단맛이 주를 이루지만, 거부감이 없는 자연스러움이 묻어난다. 진한 단맛과 긴 후미로 자극성 적고, 가벼운 샐러드류를 추천한다."
"약주, 청주",술아 연화주,15%,"국내산 찹쌀, 누룩, 건조연화꽃, 증류주, 정제수",&quot;술아&quot;는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 1670년 &quot;음식디미방&quot;에 등장하며 발효주와 증류주를 혼합하여 제조한 조선시대 대표적인 명주이다. 1956년 안타깝게 그 명맥이 끊겼으나 최근 그 제조법을 복원하여 상품화 되었다. 술아 연화주는 여름의 연꽃과 연잎을 넣어 신선하고 맑은 맛이 일품이다. [네이버 지식백과] 술아 연화주 - 여름의 연꽃과 잎을 넣어 신선하고 맑은 맛이 일품이다.,&amp;quot;술아&amp;quot;는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 1670년 &amp;quot;음식디미방&amp;quot;에 등장하며 발효주와 증류주를 혼합하여 제조한 조선시대 대표적인 명주이다. 1956년 안타깝게 그 명맥이 끊겼으나 최근 그 제조법을 복원하여 상품화 되었다. 술아 연화주는 여름의 연꽃과 연잎을 넣어 신선하고 맑은 맛이 일품이다. [네이버 지식백과] 술아 연화주 - 여름의 연꽃과 잎을 넣어 신선하고 맑은 맛이 일품이다.
"약주, 청주",술아 매화주,15%,"찹쌀(여주산),누룩(국내산),정제수,주정,매화꽃",여주햅찹쌀(100%)과 국내산누룩 정제수로 술을빚고 주정으로 주정강화를 한다. 맑은 술만 걸러내어 술에 매화꽃을 띄어 저온에서 장기간 꽃향을 입히며 숙성한다. 일체의 인공감미료 없이 빚어낸 술로써 찹쌀의 단맛을 극대화하여 달고 독한 술로 저온숙성을 통해서 자연스럽게 풍부한 과실향과 꽃향이 만들어져 맛과 향이 뛰어나 매화꽃향이 은은하게 올라온다.,"디저트와 함께 먹기를 추천한다. 저청의 단맛이 유과와도 잘 어울리고, 아이스크림에 굴을 뿌려먹듯이 바닐라 아이스크림과 즐겨봐도 좋겠다."
"약주, 청주",김포특주,15%,"국내산 쌀, 효모, 정제효소,정제수, 프락토올리고당","""김포특주""는 최상급 풀질로 인정 받고 있는 ""김포금쌀""을 원료로 만든 제품이다. 김포특주는 밑술을 만들고 1차, 2차 발효를 거치는 것은 막걸리로 같다. 다만 2차 발효 후 15일 이상 추가로 발효시키고 압착하는 과정을 거치며 비로소 김포특주가 완성된다. 항간에 젊은 충의 입맛을 손쉽게 유혹하기 위해서는 저렴한 인공감미료인 아스파탐이나 저급 물엿을 넣고 술을 빚는 양조장도 있지만 김포특주는 천연감미로 프락토 올리고당으로 제품의 단맛을 냈다.","첫인상은 진한 발효된 맛과 향, 뒷맛은 나풀거리는 가벼움. 결국 진함과 가벼움 모두가 공존하는 약주다. 향이 강한 편이라 진한 한국음식과 잘 어울린다. 감자탕, 김치찌개, 청국장, 매운 제육볶음 등이 대표적이다."
"약주, 청주",석로주,13%,"국내산 쌀, 석이버섯, 누룩, 효모, 정제수","석로주(석이버섯 전통발효주)는 조선중기 서유규가 지은 임원십육지와 준팔생전에 나오는 무릉 도원주 라는 술을 모태로 하여 원재료는 대전지역에서 생산되는 최고 품질의 찹쌀(동진찰)과 전통누룩으로 빚은 술이다. 밑술에서부터 2차 덧술에 이르기까지 모두 고두밥으로 지어 3번의 담금 과정을 거쳐 저온 발효 숙성시킨 삼양주이다. 색, 맛, 향, 기능성 등의 전체적인 기호를 높인 고품격의 전통발효주이다. 석로주는 대전 지역 옥토에서 생산된 최고급 찹쌀과 선계영총 석이버섯, 25종의 산야초를 혼합하여 고두밥을 짓는다. 이후 우리밀로 만든 전통누룩과 석이, 조릿대를 다린 약수를 사용하여 3번의 담금 과정을 거쳐 석이버섯 고유의 향이 어우러진 삼양주로 빚는다. 여기에 한번 더 석이버섯 효소를 첨가한 후 저온 발효 숙성을 거쳐 귀한 술로 탄생한다.","은은한 국화향과 곡물향이 잘 섞여 올라오는 것이 특징이며, 단맛과 신맛이 적어 술이 매우 담백해 어떤 음식과도 잘 어울릴 만한 맛을 가지고 있다. 드라이한 맛이 입 안을 꽉 채우고 마시고 난 후에는 은은한 쓴맛이 혀를 자극시킨다. 버섯 전골 등 전골류와 잘 어울린다."
